stockemotions_full
id,date,ticker,emo_label,senti_label,original,processed
104295,2020-08-07,AAPL,optimism,bullish,$AAPL lol bearish ppl better be typing from their androids 🙄 😂,Apple lol bearish ppl better be typing from their androids  [face with rolling eyes]   [face with tears of joy]
104296,2020-08-07,MSFT,anxiety,bullish,$MSFT 😬 tomorrow will be interesting . Microsoft is still a solid Company . Long.,Microsoft  [grimacing face]  tomorrow will be interesting . Microsoft is still a solid Company . Long.
104297,2020-08-07,FB,optimism,bullish,What a coincidence ! Tiktok ban introduced shortly after $FB announced Reels 😂,What a coincidence ! Tiktok ban introduced shortly after Facebook announced Reels  [face with tears of joy]
104298,2020-08-07,AAPL,amusement,bullish,$AAPL we're green over in Germany 😁,Apple we're green over in Germany  [beaming face with smiling eyes]
104299,2020-08-07,MSFT,optimism,bullish,$MSFT here we go should move today🔥🔥,Microsoft here we go should move today [fire]
104300,2020-08-07,HD,confusion,bullish,$HD this needs to be trending 🍿👀,Home Depot this needs to be trending  [popcorn]  [eyes]
104301,2020-08-07,BRK.B,excitement,bullish,$BRK.B I’m up 16% in 6 weeks...I’ll take it🤑,Berkshire Hathaway I’m up 16% in 6 weeks...I’ll take it [money mouth face]
104302,2020-08-07,PYPL,belief,bullish,$PYPL could it hit $20 by next week? 🤑,PayPal could it hit $20 by next week?  [money mouth face]
104303,2020-08-07,AAPL,optimism,bullish,$AAPL Market has done its pullback !! We good ! 🤑🤑,Apple Market has done its pullback !! We good !  [money mouth face]
104304,2020-08-07,FB,optimism,bullish,$FB In the words of the Foo Fighters.... 🎶 LEMME BREAK OUTTTTTT 🎶,Facebook In the words of the Foo Fighters....  [musical notes]  LEMME BREAK OUTTTTTT
104305,2020-08-07,FB,optimism,bullish,$FB let’s go. Out over 700% 🤑,Facebook let’s go. Out over 700%  [money mouth face]
104306,2020-08-07,BABA,ambiguous,bullish,"$BABA Lmaoo everyone mad at trump because they own baba. I’m weak
😂","Alibaba Lmaoo everyone mad at trump because they own baba. I’m weak
 [face with tears of joy] "
104307,2020-08-07,TSLA,excitement,bullish,$TSLA bears thinking this is a good short🤣,Tesla bears thinking this is a good short [rolling on the floor laughing]
104308,2020-08-07,TSLA,optimism,bullish,"$TSLA On sale today as w gold stocks ... time to load and hold #IAG #HL #NGD  when Congress comes out w next relief package gold headed ⬆️  
GLTA","Tesla On sale today as w gold stocks ... time to load and hold #IAG #HL #NGD  when Congress comes out w next relief package gold headed  [up arrow]   
GLTA"
104309,2020-08-07,FB,anxiety,bullish,$FB we in calls again rinse and repeat 🦏,Facebook we in calls again rinse and repeat  [rhinoceros]
104310,2020-08-07,BRK.B,belief,bullish,$BRK.B WB finally decide to join the S&P rally race. The old man is finally awake💪,Berkshire Hathaway WB finally decide to join the S&P rally race. The old man is finally awake [flexed biceps]
104311,2020-08-07,BA,anxiety,bearish,"$BA back down to 150, glad I dumped this 🗑","Boeing back down to 150, glad I dumped this  [wastebasket]"
104312,2020-08-07,AAPL,belief,bullish,"$AAPL I bought my Apple shares back in 2016. I still have them. So, guys, do not worry😁","Apple I bought my Apple shares back in 2016. I still have them. So, guys, do not worry [beaming face with smiling eyes]"
104313,2020-08-07,MSFT,optimism,bullish,$MSFT we are just consolidating for a push upwards 🚀📈,Microsoft we are just consolidating for a push upwards  [rocket]  [chart increasing]
104314,2020-08-07,FB,optimism,bullish,$FB Monday is going to be 🔥,Facebook Monday is going to be  [fire]
104315,2020-08-08,FB,optimism,bullish,"$FB Tik Tok out, Zuckerberg in. 🐃","Facebook Tik Tok out, Zuckerberg in.  [water buffalo] "
104316,2020-08-08,TSLA,excitement,bearish,"$TSLA 🤡 Did anyone else notice a large drop in Insiders interest,  sold their  shares opposed to waiting for the RH clan to pump this  to ($4000)   Smart  Money 💵 rocks..","Tesla  [clown face]  Did anyone else notice a large drop in Insiders interest,  sold their  shares opposed to waiting for the RH clan to pump this  to ($4000)   Smart  Money  [dollar banknote]  rocks.."
104317,2020-08-08,TSLA,anxiety,bearish,"$TSLA Perhaps, the US may deserve a democrat government. 
I don`t wish this to you, but still want to bet that it`s crashing down on 19.08. 
This will never hold until the election. 🤭","Tesla Perhaps, the US may deserve a democrat government. 
I don`t wish this to you, but still want to bet that it`s crashing down on 19.08. 
This will never hold until the election.  [face with hand over mouth]"
104318,2020-08-08,AAPL,anxiety,bearish,$AAPL When everyone expects a stock that is up 44% in 3 months to keep going up before a split you should worry. Reality is a sell off will occur so the split will have the share price even cheaper then it will rally. 🙂,Apple When everyone expects a stock that is up 44% in 3 months to keep going up before a split you should worry. Reality is a sell off will occur so the split will have the share price even cheaper then it will rally.  [slightly smiling face]
104319,2020-08-08,TSLA,belief,bearish,$TSLA 👁👄👁 Friday is always shipping for low stocks! Monday tsla rises again!,Tesla  [eye]  [mouth]   Friday is always shipping for low stocks! Monday tsla rises again!
104320,2020-08-08,TSLA,disgust,bearish,"$TSLA WTF is Canoo?  X Peng IPO....  Lyric?  WTF is that...  So Fisker and Nikola are old news in two weeks?  A new EV company every week???? 
 
No competition argument is officially a joke 😂😂😂","Tesla WTF is Canoo?  X Peng IPO....  Lyric?  WTF is that...  So Fisker and Nikola are old news in two weeks?  A new EV company every week???? 
 
No competition argument is officially a joke  [face with tears of joy]   "
104321,2020-08-09,AAPL,ambiguous,bullish,$AAPL is you’re short over the weekend—god help you. Lol  🚀,Apple is you’re short over the weekend—god help you. Lol   [rocket]
104322,2020-08-09,AAPL,disgust,bullish,$AAPL Bears Came to make you sell your shares. 🤣🤣🤣👍👍Goodluck 🐻🐻🐻🐻🔥🔥🔥🔥,Apple Bears Came to make you sell your shares.  [rolling on the floor laughing]    [thumbs up]  Goodluck  [bear]     [fire]
104323,2020-08-10,AAPL,ambiguous,bullish,"$AAPL I have a gamble 490c expiring this week, who wants it 😛","Apple I have a gamble 490c expiring this week, who wants it  [face with tongue]"
104324,2020-08-10,AAPL,excitement,bullish,$AAPL nah nah nah I don’t want to hear good luck everyone if you not bullish hope your apartment burns down and only thing survive is a Apple products 😂🤣🔥,Apple nah nah nah I don’t want to hear good luck everyone if you not bullish hope your apartment burns down and only thing survive is a Apple products  [face with tears of joy]  [rolling on the floor laughing]  [fire]
104325,2020-08-10,AAPL,anxiety,bullish,"$AAPL Nothing is guaranteed in this game, but this is a very bullish setup. Pullback to the 50 ema on the hourly without breaking down. The fools who chose to buy puts in this should be worried. 🍎","Apple Nothing is guaranteed in this game, but this is a very bullish setup. Pullback to the 50 ema on the hourly without breaking down. The fools who chose to buy puts in this should be worried.  [red apple]"
104326,2020-08-10,AAPL,surprise,bullish,$AAPL what if appl ran to 600? 😳,Apple what if appl ran to 600?  [flushed face]
104327,2020-08-10,AAPL,belief,bullish,$AAPL two upgrades in one day 💵 💰 wed bush and deutsche bank,Apple two upgrades in one day  [dollar banknote]   [money bag]  wed bush and deutsche bank
104328,2020-08-10,AAPL,amusement,bullish,$AAPL lots of people will be buying heavy after the split. The best long term investment is right here imo 🥳,Apple lots of people will be buying heavy after the split. The best long term investment is right here imo  [partying face]
104329,2020-08-10,AAPL,amusement,bullish,$AAPL bearish are putting their red tags so they buy AAPL for 110 end of Aug😂😂,Apple bearish are putting their red tags so they buy AAPL for 110 end of Aug [face with tears of joy]
104330,2020-08-10,AAPL,ambiguous,bullish,$AAPL added 8/21 calls @ $443.805 🥳,Apple added 8/21 calls @ $443.805  [partying face]
104331,2020-08-10,AAPL,anxiety,bullish,$AAPL my lord this wedge is getting tight⬆️,Apple my lord this wedge is getting tight [up arrow]
104332,2020-08-10,AAPL,optimism,bullish,$AAPL loaded the boat a $443 good call 😀,Apple loaded the boat a $443 good call  [grinning face]
104333,2020-08-10,TSLA,anxiety,bearish,$TSLA  👁👄👁 what goes down must come back up!,Tesla   [eye]  [mouth]   what goes down must come back up!
104334,2020-08-11,TSLA,depression,bearish,"$TSLA take the bag neoww, this is a legit bubble  😂😭,","Tesla take the bag neoww, this is a legit bubble   [face with tears of joy]  [loudly crying face] ,"
104335,2020-08-11,TSLA,excitement,bearish,$TSLA 🚨🚨🚨🐻🐻🐻 shorts and puts getting paid tomorrow!!!!! 💰💰💰💰💰💰💰💰💰💰💰💰,Tesla  [police car light]    [bear]    shorts and puts getting paid tomorrow!!!!!  [money bag]
104336,2020-08-11,AAPL,belief,bullish,$AAPL this is going to be ~$480+ before split. Mark my words 🍏🚀🚀,Apple this is going to be ~$480+ before split. Mark my words  [green apple]  [rocket]
104337,2020-08-11,FB,optimism,bearish,"$FB lost momentum, looks tried. I’d expect a pullback to middle Bollinger before next leg up. Temporary 🐻","Facebook lost momentum, looks tried. I’d expect a pullback to middle Bollinger before next leg up. Temporary  [bear] "
104338,2020-08-11,PFE,anger,bearish,$PFE russian vaccine covid  #motherrussia is going to kill all my calls. Will have to cover all the way till Jan🔥🤬,Pfizer russian vaccine covid  #motherrussia is going to kill all my calls. Will have to cover all the way till Jan [fire]  [face with symbols on mouth]
104339,2020-08-11,JPM,belief,bullish,$JPM all we need now is congress to agree on a stimulus this week or def next week and 110 in the money 💵,JPMorgan all we need now is congress to agree on a stimulus this week or def next week and 110 in the money  [dollar banknote]
104340,2020-08-11,AAPL,belief,bullish,$AAPL bulls we know what time it is!! Load up the brink trucks on calls 🚀🚀💰💰,Apple bulls we know what time it is!! Load up the brink trucks on calls  [rocket]   [money bag]
104341,2020-08-11,NFLX,anxiety,bearish,$NFLX to $0.00 no more Always Sunny! ☀️ #OTC #pinksheets #delist,Netflix to $0.00 no more Always Sunny!  [sun]  #OTC #pinksheets #delist
104342,2020-08-11,JPM,optimism,bullish,$JPM congrats to all the steady hands who held over the past week🙏🙏🙏,JPMorgan congrats to all the steady hands who held over the past week [folded hands]
104343,2020-08-11,DIS,confusion,bearish,$DIS There’s some dark magic going on here! 🤔,Disney There’s some dark magic going on here!  [thinking face]
104344,2020-08-11,AMZN,anger,bearish,$AMZN 💩💩💩💩💩 absolutely awful stock to buy and hold for anything less than 2 years. So overpriced!!!!,Amazon  [pile of poo]      absolutely awful stock to buy and hold for anything less than 2 years. So overpriced!!!!
104345,2020-08-11,TSLA,ambiguous,bearish,$TSLA 👁👄👁 lucky I sold made 5k won't buy until I see this hit over $1500. Seems underrated having good news but zero growth.,Tesla  [eye]  [mouth]   lucky I sold made 5k won't buy until I see this hit over $1500. Seems underrated having good news but zero growth.
104346,2020-08-11,TSLA,excitement,bearish,$TSLA Cult of Elon it's 💔 Broke resistance yesterday.,Tesla Cult of Elon it's  [broken heart]  Broke resistance yesterday.
104347,2020-08-11,WMT,optimism,bullish,$WMT I added some lotto $132 Calls as well as Oct 15th $145 strike seconds before that Instacart news hit.  Got lucky!  Up 100% already in a couple mins. 😁,Walmart I added some lotto $132 Calls as well as Oct 15th $145 strike seconds before that Instacart news hit.  Got lucky!  Up 100% already in a couple mins.  [beaming face with smiling eyes]
104348,2020-08-11,DIS,anxiety,bearish,"$DIS National headlines abound... all time high in daily reported deaths for Florida at 277 deaths for FL today. 
College football cancelling season...yea this is done ✅","Disney National headlines abound... all time high in daily reported deaths for Florida at 277 deaths for FL today. 
College football cancelling season...yea this is done  [check mark button]"
104349,2020-08-11,TSLA,disgust,bearish,$TSLA many attempts higher  but falls back to 1400 lvl... hmm... similar to what happened around 1500... wants to go lower? Well lets go lower!1😅😅🤣🤣🔥🔥🔥🤑🤑,Tesla many attempts higher  but falls back to 1400 lvl... hmm... similar to what happened around 1500... wants to go lower? Well lets go lower!1 [grinning face with sweat]   [rolling on the floor laughing]   [fire]    [money mouth face]
104350,2020-08-11,TSLA,belief,bearish,$TSLA Now we know why Musk is moving to full time CEO of Space X.  Lucid has shattered the range barrier with 517 on a single charge making Tesla 2nd rate technology.  That most wasn’t very deep 🤣,Tesla Now we know why Musk is moving to full time CEO of Space X.  Lucid has shattered the range barrier with 517 on a single charge making Tesla 2nd rate technology.  That most wasn’t very deep  [rolling on the floor laughing]
104351,2020-08-11,TSLA,disgust,bearish,"$TSLA triple bottom, to
The moon soon!!!!  🤡","Tesla triple bottom, to
The moon soon!!!!   [clown face] "
104352,2020-08-11,TSLA,optimism,bearish,$TSLA someone plug in the supercharger our battery is low😂,Tesla someone plug in the supercharger our battery is low [face with tears of joy]
104353,2020-08-11,AMZN,belief,bearish,$AMZN $1700 by the end of the week get your puts ready folks🐻,Amazon $1700 by the end of the week get your puts ready folks [bear]
104354,2020-08-11,TSLA,disgust,bearish,$TSLA Last week I said that was my last week doing puts on Tesla. Today I bought another put... Pray for me please. 🙏🐻😢,Tesla Last week I said that was my last week doing puts on Tesla. Today I bought another put... Pray for me please.  [folded hands]  [bear]  [crying face]
104355,2020-08-11,TSLA,confusion,bearish,$TSLA usually stock go higher with spilt news but this one will tank to $1000-$900 before Spilt aug 31st ✅✅✅✅✅✅✅✅✅,Tesla usually stock go higher with spilt news but this one will tank to $1000-$900 before Spilt aug 31st  [check mark button]
104356,2020-08-11,TSLA,optimism,bearish,$TSLA buying a put tomorrow or Thursday... loading up on Friday morning (most likely) - thankfully own zero puts at the moment 🙏🏼,Tesla buying a put tomorrow or Thursday... loading up on Friday morning (most likely) - thankfully own zero puts at the moment  [folded hands medium light skin tone]
104357,2020-08-11,AAPL,disgust,bearish,"$AAPL bulls talking about how it needs to recover now, 😂 look how Much it’s still up on the one month","Apple bulls talking about how it needs to recover now,  [face with tears of joy]  look how Much it’s still up on the one month"
104358,2020-08-11,TSLA,surprise,bearish,"$TSLA With 1 billion outstanding shares after the split, only an ignorant would believe the price will go up 😜","Tesla With 1 billion outstanding shares after the split, only an ignorant would believe the price will go up  [winking face with tongue]"
104359,2020-08-11,TSLA,ambiguous,bearish,$TSLA at least it won’t be so expensive to buy puts in a month 🤪,Tesla at least it won’t be so expensive to buy puts in a month  [zany face]
104360,2020-08-12,TSLA,anxiety,bearish,"$TSLA I predict tesla stock price will trade back below 300 by September 
MARK IT 🤡","Tesla I predict tesla stock price will trade back below 300 by September 
MARK IT  [clown face]"
104361,2020-08-12,BA,anxiety,bullish,$BA In today at $188.96🤦‍♂️,Boeing In today at $188.96 [man facepalming]
104362,2020-08-12,AAPL,optimism,bearish,So looking forward to grabbing some $AAPL puts when this pops up in the morning 🤗,So looking forward to grabbing some Apple puts when this pops up in the morning  [smiling face with open hands]
104363,2020-08-12,TSLA,ambiguous,bearish,$TSLA guess I can buy back in the 300s now where I originally sold at. Lol 😂,Tesla guess I can buy back in the 300s now where I originally sold at. Lol  [face with tears of joy]
104364,2020-08-12,TSLA,belief,bearish,$TSLA To the Cult of Elon 🤡 Did anyone else notice the volitivity during the POST & PREMARKET I can't wait for the reversal to start.. My prediction for today's EOD $1.357.00,Tesla To the Cult of Elon  [clown face]  Did anyone else notice the volitivity during the POST & PREMARKET I can't wait for the reversal to start.. My prediction for today's EOD $1.357.00
104365,2020-08-12,TSLA,excitement,bearish,$TSLA 🚨🚨🚨 Remember the $1794 bag holder?! Don’t be that $1470 we will talk about later today. Lmfso,Tesla  [police car light]    Remember the $1794 bag holder?! Don’t be that $1470 we will talk about later today. Lmfso
104366,2020-08-12,TSLA,amusement,bearish,"$TSLA What a bad run, I was loaded with tons of Puts, I didn`t even feel, did it do something ?.  🥳","Tesla What a bad run, I was loaded with tons of Puts, I didn`t even feel, did it do something ?.   [partying face] "
104367,2020-08-12,BA,depression,bullish,$BA IF 179 is loss next support at 173 😔,Boeing IF 179 is loss next support at 173  [pensive face]
104368,2020-08-12,BA,amusement,bullish,$BA  needs to stop playing before I bite my cheek off🤣🤣🚀,Boeing  needs to stop playing before I bite my cheek off [rolling on the floor laughing]   [rocket]
104369,2020-08-12,JPM,confusion,bullish,$JPM my 108 and 105 aug 14 calls are eating it rn .... 🤨🤨🤨,JPMorgan my 108 and 105 aug 14 calls are eating it rn ....  [face with raised eyebrow]
104370,2020-08-12,TSLA,excitement,bearish,$TSLA gonna come down hard this week📉📉📉,Tesla gonna come down hard this week [chart decreasing]
104371,2020-08-12,TSLA,anxiety,bearish,$TSLA 👁👄👁 this be going too 1300 again soon!,Tesla  [eye]  [mouth]   this be going too 1300 again soon!
104372,2020-08-12,TSLA,disgust,bearish,$TSLA its a stock split not bitcoin fork  🤣,Tesla its a stock split not bitcoin fork   [rolling on the floor laughing]
104373,2020-08-12,TSLA,depression,bearish,$TSLA +$35 billion ($170/share * 207 million diluted shares) on a stock split 🤦‍♂️,Tesla +$35 billion ($170/share * 207 million diluted shares) on a stock split  [man facepalming]
104374,2020-08-12,BA,optimism,bullish,"$BA YEAH WOOO +$1 , 20 more please 😂","Boeing YEAH WOOO +$1 , 20 more please  [face with tears of joy]"
104375,2020-08-12,MSFT,anxiety,bearish,$MSFT dip incoming look at that lvl 2 🚨,Microsoft dip incoming look at that lvl 2  [police car light]
104376,2020-08-12,BA,anxiety,bullish,$BA Back in under $174 👍 looking for $185,Boeing Back in under $174  [thumbs up]  looking for $185
104377,2020-08-12,TSLA,optimism,bearish,"I have been buying $TSLA puts all day long, with the profits from my last two weeks’ Friday 0dte puts plays... YOLO size reached, fine with the outcome either way 😊 this time I have 2.x dte so...","I have been buying Tesla puts all day long, with the profits from my last two weeks’ Friday 0dte puts plays... YOLO size reached, fine with the outcome either way  [smiling face with smiling eyes]  this time I have 2.x dte so..."
104378,2020-08-12,TSLA,disgust,bearish,"$TSLA In what universe do you think buying at the top of a ridiculous spike is a good idea? 😂 Grab those profits, down trend has begun. Quick up, quick down. That’s what you call a pump and dump folks!","Tesla In what universe do you think buying at the top of a ridiculous spike is a good idea?  [face with tears of joy]  Grab those profits, down trend has begun. Quick up, quick down. That’s what you call a pump and dump folks!"
104379,2020-08-12,TSLA,disgust,bearish,$TSLA ushering in a new wave of bagholders hehe 😊,Tesla ushering in a new wave of bagholders hehe  [smiling face with smiling eyes]
104380,2020-08-12,CCL,belief,bullish,$CCL 🍀🍀Stay Strong 🍀🍀Target you know🚀🚀🚀,Carnival  [four leaf clover]  Stay Strong   Target you know [rocket]
104381,2020-08-12,BA,confusion,bearish,$BA looks like selling last 30 mins. Hmmm 🤔,Boeing looks like selling last 30 mins. Hmmm  [thinking face]
104382,2020-08-12,TSLA,belief,bullish,"$TSLA Some shorty got, not just burned, but absolutely OBLITERATED today. This thing is going to continue to run 🚀","Tesla Some shorty got, not just burned, but absolutely OBLITERATED today. This thing is going to continue to run  [rocket] "
104383,2020-08-12,TSLA,belief,bullish,$TSLA even you’re a 🐻 and had you help our calls & puts - your Puts goes to $0 while your Calls go up over 200%. Lose 100% Puts.,Tesla even you’re a  [bear]  and had you help our calls & puts - your Puts goes to $0 while your Calls go up over 200%. Lose 100% Puts.
104384,2020-08-12,TSLA,confusion,bullish,$TSLA anyone else have calls on this rn? 🤑,Tesla anyone else have calls on this rn?  [money mouth face]
104385,2020-08-12,TSLA,excitement,bullish,"$TSLA 
This place makes me happy 🚀","Tesla 
This place makes me happy  [rocket] "
104386,2020-08-12,TSLA,ambiguous,bullish,$TSLA Any new millionaires in the house? 🙂,Tesla Any new millionaires in the house?  [slightly smiling face]
104387,2020-08-12,AMZN,belief,bullish,"$AMZN Looking for a breakout over the 3250 area of resistance. Been consolidating for a month so unless the market tanks, should see a nice pop 

😁😁📈👍","Amazon Looking for a breakout over the 3250 area of resistance. Been consolidating for a month so unless the market tanks, should see a nice pop 

 [beaming face with smiling eyes]   [chart increasing]  [thumbs up]"
104388,2020-08-13,TSLA,ambiguous,bullish,"$TSLA 
Looks like Tsla is in the mood to do what it does best. Squeeze a bear😁","Tesla 
Looks like Tsla is in the mood to do what it does best. Squeeze a bear [beaming face with smiling eyes] "
104389,2020-08-13,TSLA,amusement,bullish,"$TSLA 

Tesla Model 3/Y, Chevy Bolt, Nissan LEAF, Audi e-tron Sales — US EV Sales Report 1st Half of 2020.. complete Domination globally ! 🙏🏻🚀","Tesla 

Tesla Model 3/Y, Chevy Bolt, Nissan LEAF, Audi e-tron Sales — US EV Sales Report 1st Half of 2020.. complete Domination globally !  [folded hands light skin tone]  [rocket]"
104390,2020-08-13,TSLA,confusion,bullish,$TSLA lot of money today on 08/28 2000 call. Buy at .60 cents on 08/03 today it was $14 still holding I am too greedy 🤔,Tesla lot of money today on 08/28 2000 call. Buy at .60 cents on 08/03 today it was $14 still holding I am too greedy  [thinking face]
104391,2020-08-13,TSLA,belief,bullish,"$TSLA don’t be scared if there’s a small little morning sell off kind of like todays, who knows we could gap up big 👀","Tesla don’t be scared if there’s a small little morning sell off kind of like todays, who knows we could gap up big  [eyes] "
104392,2020-08-13,AAPL,belief,bullish,$AAPL pt for today? I’m feeling $455-$465 range 🙌🚀 I think we go higher on news that we hit 2 trillion market cap 🚀📈,Apple pt for today? I’m feeling $455-$465 range  [raising hands]  [rocket]  I think we go higher on news that we hit 2 trillion market cap   [chart increasing]
104393,2020-08-13,AAPL,belief,bullish,$AAPL Buy all you can. The next 7 tradings days for AAPL going to huge before the split. History shows major gains before the splits.🚀🚀🚀,Apple Buy all you can. The next 7 tradings days for AAPL going to huge before the split. History shows major gains before the splits. [rocket]
104394,2020-08-13,AAPL,optimism,bullish,$AAPL let’s get open up at 457.50 🔥,Apple let’s get open up at 457.50  [fire]
104395,2020-08-13,TSLA,amusement,bullish,$TSLA Bears can’t pull the wool over people’s eyes on this.  Easily one of the best companies in the market during its first ever split???  🤣,Tesla Bears can’t pull the wool over people’s eyes on this.  Easily one of the best companies in the market during its first ever split???   [rolling on the floor laughing]
104396,2020-08-13,TSLA,anxiety,bullish,"$TSLA there has not been any opportunity for these bears to make money, yet they still come on this board boasting about imaginary triumphs that we all know don’t exist. Just accept it, you got smoked 🤷🏻‍♂️","Tesla there has not been any opportunity for these bears to make money, yet they still come on this board boasting about imaginary triumphs that we all know don’t exist. Just accept it, you got smoked  [man shrugging light skin tone] "
104397,2020-08-13,TSLA,excitement,bullish,$TSLA Why is it bears never learn ? You don’t like to make money 💰,Tesla Why is it bears never learn ? You don’t like to make money  [money bag]
104398,2020-08-13,TSLA,belief,bullish,$TSLA it be nice if Tesla start paying dividends quarterly 🥰 but too bad they don’t 😒 who else would love Tesla even more if they started paying dividends quarterly per share ?,Tesla it be nice if Tesla start paying dividends quarterly  [smiling face with hearts]  but too bad they don’t  [unamused face]  who else would love Tesla even more if they started paying dividends quarterly per share ?
104399,2020-08-13,TSLA,amusement,bullish,$TSLA bears will be homeless today!!😂😂😂,Tesla bears will be homeless today!! [face with tears of joy]
104400,2020-08-13,TSLA,disgust,bullish,$TSLA   Some people never learn ...😂,Tesla   Some people never learn ... [face with tears of joy]
104401,2020-08-13,AAPL,anxiety,bullish,$AAPL I should’ve bought more with two hands instead of one on the dip 😭 still holding a good amount tho 😛,Apple I should’ve bought more with two hands instead of one on the dip  [loudly crying face]  still holding a good amount tho  [face with tongue]
104402,2020-08-13,TSLA,confusion,bullish,$TSLA lol how come I am not seeing anymore bears🐻 here ?  Lol just evaporated.,Tesla lol how come I am not seeing anymore bears [bear]  here ?  Lol just evaporated.
104403,2020-08-13,TSLA,excitement,bullish,$TSLA once 1630 breaks then we will test ATH 💪🏾🚀😍,Tesla once 1630 breaks then we will test ATH  [flexed biceps medium dark skin tone]  [rocket]  [smiling face with heart eyes]
104404,2020-08-13,AAPL,optimism,bullish,"$AAPL i told you all 460 soon , go check my previous posts 🚀🚀🚀","Apple i told you all 460 soon , go check my previous posts  [rocket]"
104405,2020-08-13,AAPL,excitement,bullish,$AAPL Give me that 460!! 🤑🍏,Apple Give me that 460!!  [money mouth face]  [green apple]
104406,2020-08-13,AAPL,excitement,bullish,$AAPL we’re popping 📈 up $15+ today for sure!,Apple we’re popping  [chart increasing]  up $15+ today for sure!
104407,2020-08-13,AAPL,disgust,bullish,$AAPL … on a red day 🤯,Apple … on a red day  [exploding head]
104408,2020-08-13,AAPL,amusement,bullish,"$AAPL 💰where are you Bears 🐻 ? 
Anybody home
💰💰💰💰🤣🤣🤣🤣🤣🤣🤣👍🏻","Apple  [money bag] where are you Bears  [bear]  ? 
Anybody home
     [rolling on the floor laughing]        [thumbs up light skin tone] "
104409,2020-08-13,AAPL,depression,bullish,$AAPL love it !! Slow and steady rise not like freaking Tesla ruin the whole mood 😒,Apple love it !! Slow and steady rise not like freaking Tesla ruin the whole mood  [unamused face]
104410,2020-08-13,TSLA,excitement,bullish,$TSLA Lets go to pre-market highs 🚀🚀🚀,Tesla Lets go to pre-market highs  [rocket]
104411,2020-08-13,TSLA,excitement,bullish,"$TSLA 
Just about half the average volume in the first hour 🤔 to 2100 📈","Tesla 
Just about half the average volume in the first hour  [thinking face]  to 2100  [chart increasing]"
104412,2020-08-13,TSLA,optimism,bullish,$TSLA lol shortie demolitions is our business more fuel for our fire 🔥,Tesla lol shortie demolitions is our business more fuel for our fire  [fire]
104413,2020-08-13,TSLA,disgust,bullish,$TSLA we don’t deserve you 😭crying ugly face. Tesla loves me and I love Tesla,Tesla we don’t deserve you  [loudly crying face] crying ugly face. Tesla loves me and I love Tesla
104414,2020-08-13,TSLA,optimism,bullish,$TSLA the bears are sick 😭😭 smh...,Tesla the bears are sick  [loudly crying face]   smh...
104415,2020-08-13,WMT,excitement,bullish,"$WMT New bears on the board,  good shit. More money for me 🤣🤣","Walmart New bears on the board,  good shit. More money for me  [rolling on the floor laughing]  "
104416,2020-08-13,BA,disgust,bearish,$BA Time to sink this ship 🙃,Boeing Time to sink this ship  [upside down face]
104417,2020-08-13,TSLA,confusion,bullish,$TSLA how about the close of $1790.. LOL!! Who knows it may happen 😀,Tesla how about the close of $1790.. LOL!! Who knows it may happen  [grinning face]
104418,2020-08-13,JNJ,optimism,bullish,$JNJ TO SUPPLY EU WITH 200M VACCINE very bullish 👆👆👆,Johnson & Johnson TO SUPPLY EU WITH 200M VACCINE very bullish  [backhand index pointing up]
104419,2020-08-13,AAPL,disgust,bullish,$AAPL potential sell off tomorrow as it’s Friday?? I wanna buy more but don’t wanna move my avg 😂,Apple potential sell off tomorrow as it’s Friday?? I wanna buy more but don’t wanna move my avg  [face with tears of joy]
104420,2020-08-13,TSLA,optimism,bullish,$TSLA Go ahead short it. See what happens = ☠️,Tesla Go ahead short it. See what happens =  [skull and crossbones]
104421,2020-08-13,AAPL,belief,bullish,$AAPL 464 eod then 475-490/500 next week? I think yesss 💵💵💰💰,Apple 464 eod then 475-490/500 next week? I think yesss  [dollar banknote]   [money bag]
104422,2020-08-13,AAPL,excitement,bullish,$AAPL 👀👀👀👀👀👀👀👀👀👀👀👀👀🤣😂🤣😎 One day March 23rd it's all you needed to do was jump in,Apple  [eyes]              [rolling on the floor laughing]  [face with tears of joy]   [smiling face with sunglasses]  One day March 23rd it's all you needed to do was jump in
104423,2020-08-13,AAPL,optimism,bullish,$AAPL let me get that DRIP AND SPLIT 🍏💰,Apple let me get that DRIP AND SPLIT  [green apple]  [money bag]
104424,2020-08-13,AAPL,confusion,bullish,"$AAPL Hey Bears, what phone are you guys reading this with?😂","Apple Hey Bears, what phone are you guys reading this with? [face with tears of joy] "
104425,2020-08-13,AAPL,ambiguous,bullish,$AAPL omg it stayed under 459 for a whole 15 minutes... lol hope you bears capitalized on your 15 min of fame 😂,Apple omg it stayed under 459 for a whole 15 minutes... lol hope you bears capitalized on your 15 min of fame  [face with tears of joy]
104426,2020-08-13,TSLA,confusion,bullish,$TSLA What’s happening? FOMO or news? 🔥,Tesla What’s happening? FOMO or news?  [fire]
104427,2020-08-13,AAPL,optimism,bullish,"$AAPL remember when CNBC and analyst always had a bad article about Appl not succeeding in China low demand, iPhone to expensive and only had the iPhone as a one product wonder that’s bound to fail from other companies taking market share😂😂","Apple remember when CNBC and analyst always had a bad article about Appl not succeeding in China low demand, iPhone to expensive and only had the iPhone as a one product wonder that’s bound to fail from other companies taking market share [face with tears of joy]  "
